,Id,Name,Determined Formula,Determined Charge,Previous Formula,Previous Charge,Inferrence Type,Reasoning,Used Databases,Previous Databases,Similarity
307,M_msh_c,Mycothiol (reduced),C17H30N2O12S,0,C17H30N2O12S,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15996,seed.compound:cpd15996,seed.compound:cpd15996,Same
308,M_mththf_c,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,0,C5H10O5,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM30887,metanetx.chemical:MNXM30887,metanetx.chemical:MNXM30887,Same
309,M_mththf_p,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,0,C5H10O5,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM30887,metanetx.chemical:MNXM30887,metanetx.chemical:MNXM30887,Same
310,M_nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,-4,C21H26N7O17P3,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd00005,seed.compound:cpd00005,seed.compound:cpd00005,Same
311,M_ni2_c,Nickel,Ni,2,Ni,2,Clean,unconstrained Target & Adherence & seed.compound:cpd20862,seed.compound:cpd20862,seed.compound:cpd20862,Same
312,M_ni2_e,Nickel,Ni,2,Ni,2,Clean,unconstrained Target & Adherence & seed.compound:cpd20862,seed.compound:cpd20862,seed.compound:cpd20862,Same
313,M_ni2_p,Nickel,Ni,2,Ni,2,Clean,unconstrained Target & Adherence & seed.compound:cpd20862,seed.compound:cpd20862,seed.compound:cpd20862,Same
314,M_nicrns_c,Nicotinate D-ribonucleoside,C11H13NO6,0,C11H13NO6,0,Clean,unconstrained Target & Adherence & seed.compound:cpd03471,seed.compound:cpd03471,seed.compound:cpd03471,Same
315,M_no2_c,Nitrite,NO2,-1,NO2,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM107,metanetx.chemical:MNXM107,metanetx.chemical:MNXM107,Same
316,M_no2_e,Nitrite,NO2,-1,NO2,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM107,metanetx.chemical:MNXM107,metanetx.chemical:MNXM107,Same
317,M_no2_p,Nitrite,NO2,-1,NO2,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM107,metanetx.chemical:MNXM107,metanetx.chemical:MNXM107,Same
318,M_o2s_c,Superoxide anion,O2,-1,O2,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1107906,metanetx.chemical:MNXM1107906,metanetx.chemical:MNXM1107906,Same
319,M_occoa_c,Octanoyl-CoA (n-C8:0CoA),C29H46N7O17P3S,-4,C29H46N7O17P3S,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd01335,seed.compound:cpd01335,seed.compound:cpd01335,Same
320,M_ocdcea_c,Octadecenoate (n-C18:1),C18H33O2,-1,C18H33O2,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00536,seed.compound:cpd00536,seed.compound:cpd00536,Same
321,M_ocdcea_e,Octadecenoate (n-C18:1),C18H33O2,-1,C18H33O2,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00536,seed.compound:cpd00536,seed.compound:cpd00536,Same
322,M_ocdcea_p,Octadecenoate (n-C18:1),C18H33O2,-1,C18H33O2,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00536,seed.compound:cpd00536,seed.compound:cpd00536,Same
323,M_octdp_c,All-trans-Octaprenyl diphosphate,C40H65O7P2,-3,C40H65O7P2,-3,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM811,metanetx.chemical:MNXM811,metanetx.chemical:MNXM811,Same
324,M_orot5p_c,Orotidine 5'-phosphate,C10H10N2O11P,-3,C10H10N2O11P,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd00810,seed.compound:cpd00810,seed.compound:cpd00810,Same
325,M_pap_c,"Adenosine 3',5'-bisphosphate",C10H11N5O10P2,-4,C10H11N5O10P2,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd00045,seed.compound:cpd00045,seed.compound:cpd00045,Same
326,M_pe120_c,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",C29H58NO8P,0,C29H58NO8P,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM733471,metanetx.chemical:MNXM733471,metanetx.chemical:MNXM733471,Same
327,M_pe120_p,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",C29H58NO8P,0,C29H58NO8P,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM733471,metanetx.chemical:MNXM733471,metanetx.chemical:MNXM733471,Same
328,M_pe141_c,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62NO8P,0,C33H62NO8P,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM3693,metanetx.chemical:MNXM3693,metanetx.chemical:MNXM3693,Same
329,M_pe141_p,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62NO8P,0,C33H62NO8P,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM3693,metanetx.chemical:MNXM3693,metanetx.chemical:MNXM3693,Same
330,M_pg140_c,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,-1,C34H66O10P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM737417,metanetx.chemical:MNXM737417,metanetx.chemical:MNXM737417,Same
331,M_pg140_p,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,-1,C34H66O10P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM737417,metanetx.chemical:MNXM737417,metanetx.chemical:MNXM737417,Same
332,M_pg141_c,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,-1,C34H62O10P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM2029,metanetx.chemical:MNXM2029,metanetx.chemical:MNXM2029,Same
333,M_pg141_p,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,-1,C34H62O10P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM2029,metanetx.chemical:MNXM2029,metanetx.chemical:MNXM2029,Same
334,M_pg181_c,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,-1,C42H78O10P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM731815,metanetx.chemical:MNXM731815,metanetx.chemical:MNXM731815,Same
335,M_pg181_p,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,-1,C42H78O10P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM731815,metanetx.chemical:MNXM731815,metanetx.chemical:MNXM731815,Same
336,M_pheme_c,Protoheme C34H30FeN4O4,C34FeH30N4O4,-2,C34FeH30N4O4,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM249,metanetx.chemical:MNXM249,metanetx.chemical:MNXM249,Same
337,M_pheme_e,Protoheme C34H30FeN4O4,C34FeH30N4O4,-2,C34FeH30N4O4,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM249,metanetx.chemical:MNXM249,metanetx.chemical:MNXM249,Same
338,M_pmtcoa_c,Palmitoyl-CoA (n-C16:0CoA),C37H62N7O17P3S,-4,C37H62N7O17P3S,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd00134,seed.compound:cpd00134,seed.compound:cpd00134,Same
339,M_pqqh2_p,Reduced pyrroloquinoline-quinone,C14H4N2O8,-4,C14H4N2O8,-4,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM765,metanetx.chemical:MNXM765,metanetx.chemical:MNXM765,Same
340,M_progly_c,L-Prolinylglycine,C7H12N2O3,0,C7H12N2O3,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM739962,metanetx.chemical:MNXM739962,metanetx.chemical:MNXM739962,Same
341,M_progly_e,L-Prolinylglycine,C7H12N2O3,0,C7H12N2O3,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM739962,metanetx.chemical:MNXM739962,metanetx.chemical:MNXM739962,Same
342,M_progly_p,L-Prolinylglycine,C7H12N2O3,0,C7H12N2O3,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM739962,metanetx.chemical:MNXM739962,metanetx.chemical:MNXM739962,Same
343,M_prpp_c,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,-5,C5H8O14P3,-5,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1104453,metanetx.chemical:MNXM1104453,metanetx.chemical:MNXM1104453,Same
344,M_r1p_c,Alpha-D-Ribose 1-phosphate,C5H9O8P,-2,C5H9O8P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd00475,seed.compound:cpd00475,seed.compound:cpd00475,Same
345,M_rnam_c,N Ribosylnicotinamide C11H15N2O5,C11H15N2O5,1,C11H15N2O5,1,Clean,unconstrained Target & Adherence & seed.compound:cpd02016,seed.compound:cpd02016,seed.compound:cpd02016,Same
346,M_s_c,Sulfur,S,0,S,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1107418,metanetx.chemical:MNXM1107418,metanetx.chemical:MNXM1107418,Same
347,M_s_e,Sulfur,S,0,S,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1107418,metanetx.chemical:MNXM1107418,metanetx.chemical:MNXM1107418,Same
348,M_sheme_c,Siroheme C42H36FeN4O16,C42FeH36N4O16,-8,C42FeH36N4O16,-8,Clean,unconstrained Target & Adherence & seed.compound:cpd00557,seed.compound:cpd00557,seed.compound:cpd00557,Same
349,M_so3_c,Sulfite,O3S,-2,O3S,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM726339,metanetx.chemical:MNXM726339,metanetx.chemical:MNXM726339,Same
350,M_so3_e,Sulfite,O3S,-2,O3S,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM726339,metanetx.chemical:MNXM726339,metanetx.chemical:MNXM726339,Same
351,M_so3_p,Sulfite,O3S,-2,O3S,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM726339,metanetx.chemical:MNXM726339,metanetx.chemical:MNXM726339,Same
352,M_stcoa_c,Stearoyl-CoA (n-C18:0CoA),C39H66N7O17P3S,-4,C39H66N7O17P3S,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd00327,seed.compound:cpd00327,seed.compound:cpd00327,Same
353,M_sucr_e,Sucrose C12H22O11,C12H22O11,0,C12H22O11,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00076,seed.compound:cpd00076,seed.compound:cpd00076,Same
354,M_thf_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,-2,C19H21N7O6,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1103936,metanetx.chemical:MNXM1103936,metanetx.chemical:MNXM1103936,Same
355,M_thmmp_c,Thiamin monophosphate,C12H16N4O4PS,-1,C12H16N4O4PS,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM662,metanetx.chemical:MNXM662,metanetx.chemical:MNXM662,Same
356,M_thmpp_c,Thiamine diphosphate,C12H16N4O7P2S,-2,C12H16N4O7P2S,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM256,metanetx.chemical:MNXM256,metanetx.chemical:MNXM256,Same
357,M_tre_c,Trehalose,C12H22O11,0,C12H22O11,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00794,seed.compound:cpd00794,seed.compound:cpd00794,Same
358,M_tre_e,Trehalose,C12H22O11,0,C12H22O11,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00794,seed.compound:cpd00794,seed.compound:cpd00794,Same
359,M_uaccg_c,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,C20H26N3O19P2,-3,C20H26N3O19P2,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd02820,seed.compound:cpd02820,seed.compound:cpd02820,Same
360,M_uacgam_c,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,-2,C17H25N3O17P2,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd00037,seed.compound:cpd00037,seed.compound:cpd00037,Same
361,M_uama_c,UDP-N-acetylmuramoyl-L-alanine,C23H33N4O20P2,-3,C23H33N4O20P2,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd00890,seed.compound:cpd00890,seed.compound:cpd00890,Same
362,M_udcpp_c,Undecaprenyl phosphate,C55H90O4P,-1,C55H90O4P,-1,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM733031,metanetx.chemical:MNXM733031,metanetx.chemical:MNXM733031,Same
363,M_udp_c,UDP C9H11N2O12P2,C9H11N2O12P2,-3,C9H11N2O12P2,-3,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1102128,metanetx.chemical:MNXM1102128,metanetx.chemical:MNXM1102128,Same
364,M_ump_c,UMP C9H11N2O9P,C9H11N2O9P,-2,C9H11N2O9P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd00091,seed.compound:cpd00091,seed.compound:cpd00091,Same
365,M_uri_c,Uridine,C9H12N2O6,0,C9H12N2O6,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00249,seed.compound:cpd00249,seed.compound:cpd00249,Same
366,M_xtsn_c,Xanthosine,C10H12N4O6,0,C10H12N4O6,0,Clean,unconstrained Target & Adherence & seed.compound:cpd01217,seed.compound:cpd01217,seed.compound:cpd01217,Same
367,M_zn2_c,Zinc,Zn,2,Zn,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00034,seed.compound:cpd00034,seed.compound:cpd00034,Same
368,M_zn2_e,Zinc,Zn,2,Zn,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00034,seed.compound:cpd00034,seed.compound:cpd00034,Same
369,M_zn2_p,Zinc,Zn,2,Zn,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00034,seed.compound:cpd00034,seed.compound:cpd00034,Same
370,M_12ppd__S_c,"(S)-Propane-1,2-diol",C3H8O2,0,C3H8O2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1255, seed.compound:cpd19024","metanetx.chemical:MNXM1255, seed.compound:cpd19024","metanetx.chemical:MNXM1255, seed.compound:cpd19024",Same
371,M_12ppd__S_e,"(S)-Propane-1,2-diol",C3H8O2,0,C3H8O2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1255, seed.compound:cpd19024","metanetx.chemical:MNXM1255, seed.compound:cpd19024","metanetx.chemical:MNXM1255, seed.compound:cpd19024",Same
372,M_13dpg_c,3-Phospho-D-glyceroyl phosphate,C3H4O10P2,-4,C3H4O10P2,-4,Clean,"unconstrained Target & Adherence & seed.compound:cpd00203, metanetx.chemical:MNXM1108073","seed.compound:cpd00203, metanetx.chemical:MNXM1108073","seed.compound:cpd00203, metanetx.chemical:MNXM1108073",Same
373,M_15dap_c,"1,5-Diaminopentane",C5H16N2,2,C5H16N2,2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM943, seed.compound:cpd01155","metanetx.chemical:MNXM943, seed.compound:cpd01155","metanetx.chemical:MNXM943, seed.compound:cpd01155",Same
374,M_23dhdp_c,"2,3-Dihydrodipicolinate",C7H5NO4,-2,C7H5NO4,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd02120, metanetx.chemical:MNXM807","seed.compound:cpd02120, metanetx.chemical:MNXM807","seed.compound:cpd02120, metanetx.chemical:MNXM807",Same
375,M_23dhmp_c,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H11O4,-1,C6H11O4,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd19046, metanetx.chemical:MNXM1202","seed.compound:cpd19046, metanetx.chemical:MNXM1202","seed.compound:cpd19046, metanetx.chemical:MNXM1202",Same
376,M_25aics_c,(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate,C13H15N4O12P,-4,C13H15N4O12P,-4,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1104647, seed.compound:cpd19032","metanetx.chemical:MNXM1104647, seed.compound:cpd19032","metanetx.chemical:MNXM1104647, seed.compound:cpd19032",Same
377,M_26dap_LL_c,"LL-2,6-Diaminoheptanedioate",C7H14N2O4,0,C7H14N2O4,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00504, metanetx.chemical:MNXM644","seed.compound:cpd00504, metanetx.chemical:MNXM644","seed.compound:cpd00504, metanetx.chemical:MNXM644",Same
378,M_26dap__M_c,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,0,C7H14N2O4,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM529, seed.compound:cpd00516","metanetx.chemical:MNXM529, seed.compound:cpd00516","metanetx.chemical:MNXM529, seed.compound:cpd00516",Same
379,M_2agpe120_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P,0,C17H36NO7P,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd26439, metanetx.chemical:MNXM34808","seed.compound:cpd26439, metanetx.chemical:MNXM34808","seed.compound:cpd26439, metanetx.chemical:MNXM34808",Same
380,M_2agpe120_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P,0,C17H36NO7P,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd26439, metanetx.chemical:MNXM34808","seed.compound:cpd26439, metanetx.chemical:MNXM34808","seed.compound:cpd26439, metanetx.chemical:MNXM34808",Same
381,M_2agpg140_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P,-1,C20H40O9P,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd26437, metanetx.chemical:MNXM34739","seed.compound:cpd26437, metanetx.chemical:MNXM34739","seed.compound:cpd26437, metanetx.chemical:MNXM34739",Same
382,M_2agpg140_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P,-1,C20H40O9P,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd26437, metanetx.chemical:MNXM34739","seed.compound:cpd26437, metanetx.chemical:MNXM34739","seed.compound:cpd26437, metanetx.chemical:MNXM34739",Same
383,M_2aobut_c,L-2-Amino-3-oxobutanoate,C4H7NO3,0,C4H7NO3,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM114087, seed.compound:cpd02211","metanetx.chemical:MNXM114087, seed.compound:cpd02211","metanetx.chemical:MNXM114087, seed.compound:cpd02211",Same
384,M_2cpr5p_c,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H13NO9P,-3,C12H13NO9P,-3,Clean,"unconstrained Target & Adherence & seed.compound:cpd00956, metanetx.chemical:MNXM1455","seed.compound:cpd00956, metanetx.chemical:MNXM1455","seed.compound:cpd00956, metanetx.chemical:MNXM1455",Same
385,M_2dda7p_c,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C7H10O10P,-3,C7H10O10P,-3,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1219, seed.compound:cpd02857","metanetx.chemical:MNXM1219, seed.compound:cpd02857","metanetx.chemical:MNXM1219, seed.compound:cpd02857",Same
386,M_2dhp_c,2-Dehydropantoate,C6H9O4,-1,C6H9O4,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00712, metanetx.chemical:MNXM959","seed.compound:cpd00712, metanetx.chemical:MNXM959","seed.compound:cpd00712, metanetx.chemical:MNXM959",Same
387,M_2dmmq8_c,2-Demethylmenaquinone 8,C50H70O2,0,C50H70O2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM2178, seed.compound:cpd15352","metanetx.chemical:MNXM2178, seed.compound:cpd15352","metanetx.chemical:MNXM2178, seed.compound:cpd15352",Same
388,M_2dmmql8_c,2-Demethylmenaquinol 8,C50H72O2,0,C50H72O2,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM558, seed.compound:cpd15353","metanetx.chemical:MNXM558, seed.compound:cpd15353","metanetx.chemical:MNXM558, seed.compound:cpd15353",Same
389,M_2ippm_c,2-Isopropylmaleate,C7H8O4,-2,C7H8O4,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd01710, metanetx.chemical:MNXM1706","seed.compound:cpd01710, metanetx.chemical:MNXM1706","seed.compound:cpd01710, metanetx.chemical:MNXM1706",Same
390,M_2mcacn_c,Cis-2-Methylaconitate,C7H5O6,-3,C7H5O6,-3,Clean,"unconstrained Target & Adherence & seed.compound:cpd02597, metanetx.chemical:MNXM1792","seed.compound:cpd02597, metanetx.chemical:MNXM1792","seed.compound:cpd02597, metanetx.chemical:MNXM1792",Same
391,M_2mecdp_c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",C5H10O9P2,-2,C5H10O9P2,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd08301, metanetx.chemical:MNXM1168","seed.compound:cpd08301, metanetx.chemical:MNXM1168","seed.compound:cpd08301, metanetx.chemical:MNXM1168",Same
392,M_2obut_c,2-Oxobutanoate,C4H5O3,-1,C4H5O3,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00094, metanetx.chemical:MNXM159","seed.compound:cpd00094, metanetx.chemical:MNXM159","seed.compound:cpd00094, metanetx.chemical:MNXM159",Same
393,M_2p4c2me_c,2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H22N3O17P3,-4,C14H22N3O17P3,-4,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1641, seed.compound:cpd08288","metanetx.chemical:MNXM1641, seed.compound:cpd08288","metanetx.chemical:MNXM1641, seed.compound:cpd08288",Same
394,M_2pg_c,D-Glycerate 2-phosphate,C3H4O7P,-3,C3H4O7P,-3,Clean,"unconstrained Target & Adherence & seed.compound:cpd00482, metanetx.chemical:MNXM275","seed.compound:cpd00482, metanetx.chemical:MNXM275","seed.compound:cpd00482, metanetx.chemical:MNXM275",Same
395,M_34hpp_c,3-(4-Hydroxyphenyl)pyruvate,C9H7O4,-1,C9H7O4,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM153, seed.compound:cpd00868","metanetx.chemical:MNXM153, seed.compound:cpd00868","metanetx.chemical:MNXM153, seed.compound:cpd00868",Same
396,M_3c4mop_c,3-Carboxy-4-methyl-2-oxopentanoate,C7H8O5,-2,C7H8O5,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd02605, metanetx.chemical:MNXM1602","seed.compound:cpd02605, metanetx.chemical:MNXM1602","seed.compound:cpd02605, metanetx.chemical:MNXM1602",Same
397,M_3dhsk_c,3-Dehydroshikimate,C7H7O5,-1,C7H7O5,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd01716, metanetx.chemical:MNXM611","seed.compound:cpd01716, metanetx.chemical:MNXM611","seed.compound:cpd01716, metanetx.chemical:MNXM611",Same
398,M_3hpcoa_c,3-Hydroxypropionyl-CoA,C24H36N7O18P3S,-4,C24H36N7O18P3S,-4,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1103908, seed.compound:cpd03375","metanetx.chemical:MNXM1103908, seed.compound:cpd03375","metanetx.chemical:MNXM1103908, seed.compound:cpd03375",Same
399,M_3mb_c,3-Methylbutanoic acid,C5H9O2,-1,C5H9O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd05178, metanetx.chemical:MNXM7454","seed.compound:cpd05178, metanetx.chemical:MNXM7454","seed.compound:cpd05178, metanetx.chemical:MNXM7454",Same
400,M_3mb_e,3-Methylbutanoic acid,C5H9O2,-1,C5H9O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd05178, metanetx.chemical:MNXM7454","seed.compound:cpd05178, metanetx.chemical:MNXM7454","seed.compound:cpd05178, metanetx.chemical:MNXM7454",Same
401,M_3mb_p,3-Methylbutanoic acid,C5H9O2,-1,C5H9O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd05178, metanetx.chemical:MNXM7454","seed.compound:cpd05178, metanetx.chemical:MNXM7454","seed.compound:cpd05178, metanetx.chemical:MNXM7454",Same
402,M_3mob_c,3-Methyl-2-oxobutanoate,C5H7O3,-1,C5H7O3,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM732866, seed.compound:cpd00123","metanetx.chemical:MNXM732866, seed.compound:cpd00123","metanetx.chemical:MNXM732866, seed.compound:cpd00123",Same
403,M_3php_c,3-Phosphohydroxypyruvate,C3H2O7P,-3,C3H2O7P,-3,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM541, seed.compound:cpd02069","metanetx.chemical:MNXM541, seed.compound:cpd02069","metanetx.chemical:MNXM541, seed.compound:cpd02069",Same
404,M_3psme_c,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C10H9O10P,-4,C10H9O10P,-4,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1365, seed.compound:cpd00932","metanetx.chemical:MNXM1365, seed.compound:cpd00932","metanetx.chemical:MNXM1365, seed.compound:cpd00932",Same
405,M_4abut_c,4-Aminobutanoate,C4H9NO2,0,C4H9NO2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00281, metanetx.chemical:MNXM192","seed.compound:cpd00281, metanetx.chemical:MNXM192","seed.compound:cpd00281, metanetx.chemical:MNXM192",Same
406,M_4abut_e,4-Aminobutanoate,C4H9NO2,0,C4H9NO2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00281, metanetx.chemical:MNXM192","seed.compound:cpd00281, metanetx.chemical:MNXM192","seed.compound:cpd00281, metanetx.chemical:MNXM192",Same
407,M_4abut_p,4-Aminobutanoate,C4H9NO2,0,C4H9NO2,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd00281, metanetx.chemical:MNXM192","seed.compound:cpd00281, metanetx.chemical:MNXM192","seed.compound:cpd00281, metanetx.chemical:MNXM192",Same
408,M_4abz_c,4-Aminobenzoate,C7H6NO2,-1,C7H6NO2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00443, metanetx.chemical:MNXM421","seed.compound:cpd00443, metanetx.chemical:MNXM421","seed.compound:cpd00443, metanetx.chemical:MNXM421",Same
409,M_4adcho_c,4-amino-4-deoxychorismate,C10H10NO5,-1,C10H10NO5,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1458, seed.compound:cpd08210","metanetx.chemical:MNXM1458, seed.compound:cpd08210","metanetx.chemical:MNXM1458, seed.compound:cpd08210",Same
410,M_4hglusa_c,L 4 Hydroxyglutamate semialdehyde C5H9NO4,C5H9NO4,0,C5H9NO4,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM2687, seed.compound:cpd03530","metanetx.chemical:MNXM2687, seed.compound:cpd03530","metanetx.chemical:MNXM2687, seed.compound:cpd03530",Same
411,M_4mhetz_c,4-Methyl-5-(2-hydroxyethyl)-thiazole,C6H9NOS,0,C6H9NOS,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM962, seed.compound:cpd02636","metanetx.chemical:MNXM962, seed.compound:cpd02636","metanetx.chemical:MNXM962, seed.compound:cpd02636",Same
412,M_4mop_c,4-Methyl-2-oxopentanoate,C6H9O3,-1,C6H9O3,-1,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM404, seed.compound:cpd00200","metanetx.chemical:MNXM404, seed.compound:cpd00200","metanetx.chemical:MNXM404, seed.compound:cpd00200",Same
413,M_4mpetz_c,4-Methyl-5-(2-phosphoethyl)-thiazole,C6H8NO4PS,-2,C6H8NO4PS,-2,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM960, seed.compound:cpd02654","metanetx.chemical:MNXM960, seed.compound:cpd02654","metanetx.chemical:MNXM960, seed.compound:cpd02654",Same
